Unix,Date,Symbol,Open,High,Low,Close,Volume SHIB,Volume USDT,tradecount
1.6969E+12,10/10/2023,SHIBUSDT,6.91E-06,6.98E-06,6.81E-06,6.90E-06,1.14E+12,7866637.66,19777
1.69681E+12,10/9/2023,SHIBUSDT,7.20E-06,7.21E-06,6.73E-06,6.92E-06,2.76136E+12,19200677.04,42150
1.69672E+12,10/8/2023,SHIBUSDT,7.23E-06,7.29E-06,7.17E-06,7.20E-06,8.85569E+11,6388901.004,16833
1.69664E+12,10/7/2023,SHIBUSDT,7.23E-06,7.26E-06,7.18E-06,7.23E-06,6.46576E+11,4670678.555,14318
1.69655E+12,10/6/2023,SHIBUSDT,7.14E-06,7.25E-06,7.13E-06,7.23E-06,1.0887E+12,7830787.137,18535
1.69646E+12,10/5/2023,SHIBUSDT,7.23E-06,7.28E-06,7.12E-06,7.14E-06,1.10612E+12,7965791.899,19913
1.69638E+12,10/4/2023,SHIBUSDT,7.29E-06,7.29E-06,7.06E-06,7.23E-06,1.803E+12,12970404.92,30116
1.69629E+12,10/3/2023,SHIBUSDT,7.31E-06,7.34E-06,7.21E-06,7.28E-06,1.32605E+12,9648724.905,22078
1.6962E+12,10/2/2023,SHIBUSDT,7.52E-06,7.61E-06,7.19E-06,7.31E-06,3.13721E+12,23385983.14,48836
1.69612E+12,10/1/2023,SHIBUSDT,7.33E-06,7.58E-06,7.33E-06,7.52E-06,2.00781E+12,14940584.54,32112
1.69603E+12,9/30/2023,SHIBUSDT,7.32E-06,7.40E-06,7.30E-06,7.34E-06,1.21505E+12,8923358.338,20268
1.69595E+12,9/29/2023,SHIBUSDT,7.30E-06,7.43E-06,7.27E-06,7.31E-06,1.88399E+12,13824594.79,28580
1.69586E+12,9/28/2023,SHIBUSDT,7.23E-06,7.34E-06,7.21E-06,7.30E-06,1.38105E+12,10042301.26,24551
1.69577E+12,9/27/2023,SHIBUSDT,7.26E-06,7.32E-06,7.13E-06,7.22E-06,1.67237E+12,12092719.77,27408
1.69569E+12,9/26/2023,SHIBUSDT,7.29E-06,7.34E-06,7.17E-06,7.26E-06,1.00926E+12,7331239.845,19831
1.6956E+12,9/25/2023,SHIBUSDT,7.30E-06,7.39E-06,7.17E-06,7.28E-06,1.49849E+12,10913855.82,27227
1.69551E+12,9/24/2023,SHIBUSDT,7.51E-06,7.51E-06,7.25E-06,7.30E-06,1.64464E+12,12112581.59,30829
1.69543E+12,9/23/2023,SHIBUSDT,7.30E-06,7.71E-06,7.29E-06,7.50E-06,3.30211E+12,24789641.62,54396
1.69534E+12,9/22/2023,SHIBUSDT,7.25E-06,7.32E-06,7.15E-06,7.30E-06,1.37483E+12,9993511.941,23823
1.69525E+12,9/21/2023,SHIBUSDT,7.44E-06,7.54E-06,7.22E-06,7.24E-06,2.20304E+12,16165008.35,34031
1.69517E+12,9/20/2023,SHIBUSDT,7.40E-06,7.50E-06,7.26E-06,7.45E-06,2.28659E+12,16860340.91,34467
1.69508E+12,9/19/2023,SHIBUSDT,7.25E-06,7.43E-06,7.22E-06,7.40E-06,1.47356E+12,10850208.23,28493
1.695E+12,9/18/2023,SHIBUSDT,7.21E-06,7.42E-06,7.14E-06,7.25E-06,1.82498E+12,13313851.14,30929
1.69491E+12,9/17/2023,SHIBUSDT,7.40E-06,7.40E-06,7.09E-06,7.21E-06,1.49897E+12,10830200.36,28337
1.69482E+12,9/16/2023,SHIBUSDT,7.45E-06,7.57E-06,7.33E-06,7.40E-06,1.15468E+12,8605611.747,24879
1.69474E+12,9/15/2023,SHIBUSDT,7.37E-06,7.49E-06,7.31E-06,7.45E-06,1.30706E+12,9660649.836,27109
1.69465E+12,9/14/2023,SHIBUSDT,7.25E-06,7.45E-06,7.21E-06,7.37E-06,1.69608E+12,12412702.73,32689
1.69456E+12,9/13/2023,SHIBUSDT,7.17E-06,7.36E-06,7.14E-06,7.26E-06,1.71908E+12,12464553.75,28998
1.69448E+12,9/12/2023,SHIBUSDT,7.06E-06,7.38E-06,7.05E-06,7.17E-06,2.25544E+12,16313720.44,36738
1.69439E+12,9/11/2023,SHIBUSDT,7.36E-06,7.39E-06,6.95E-06,7.06E-06,3.28674E+12,23363403.08,52177
1.6943E+12,9/10/2023,SHIBUSDT,7.57E-06,7.57E-06,7.20E-06,7.36E-06,2.33581E+12,17213850.09,40810
1.69422E+12,9/9/2023,SHIBUSDT,7.60E-06,7.66E-06,7.55E-06,7.57E-06,7.35187E+11,5591393.376,17667
1.69413E+12,9/8/2023,SHIBUSDT,7.69E-06,7.72E-06,7.48E-06,7.60E-06,1.13161E+12,8573013.524,24507
1.69404E+12,9/7/2023,SHIBUSDT,7.68E-06,7.72E-06,7.55E-06,7.69E-06,1.04287E+12,7962424.623,23461
1.69396E+12,9/6/2023,SHIBUSDT,7.65E-06,7.80E-06,7.50E-06,7.68E-06,1.81191E+12,13886327.32,34606
1.69387E+12,9/5/2023,SHIBUSDT,7.50E-06,7.72E-06,7.43E-06,7.64E-06,1.51223E+12,11461924.14,31384
1.69379E+12,9/4/2023,SHIBUSDT,7.68E-06,7.79E-06,7.39E-06,7.49E-06,1.81016E+12,13809203.23,38708
1.6937E+12,9/3/2023,SHIBUSDT,7.84E-06,7.87E-06,7.63E-06,7.69E-06,1.13012E+12,8757629.367,27054
1.69361E+12,9/2/2023,SHIBUSDT,7.89E-06,7.94E-06,7.76E-06,7.84E-06,1.09445E+12,8611645.021,24372
1.69353E+12,9/1/2023,SHIBUSDT,7.99E-06,8.05E-06,7.73E-06,7.90E-06,1.90796E+12,15056416.48,37365
1.69344E+12,8/31/2023,SHIBUSDT,8.16E-06,8.25E-06,7.79E-06,7.99E-06,2.64802E+12,21275013.58,45942
1.69335E+12,8/30/2023,SHIBUSDT,8.37E-06,8.38E-06,8.07E-06,8.16E-06,1.85938E+12,15272777.65,35260
1.69327E+12,8/29/2023,SHIBUSDT,8.23E-06,8.46E-06,8.04E-06,8.37E-06,4.39618E+12,36492529.15,63713
1.69318E+12,8/28/2023,SHIBUSDT,8.05E-06,8.34E-06,7.86E-06,8.22E-06,2.75055E+12,22244668.94,51196
1.69309E+12,8/27/2023,SHIBUSDT,8.08E-06,8.18E-06,8.01E-06,8.04E-06,9.32786E+11,7547352.886,22402
1.69301E+12,8/26/2023,SHIBUSDT,8.14E-06,8.24E-06,8.07E-06,8.08E-06,1.07512E+12,8775101.769,23641
1.69292E+12,8/25/2023,SHIBUSDT,8.21E-06,8.26E-06,7.98E-06,8.14E-06,2.52784E+12,20472402.02,44913
1.69284E+12,8/24/2023,SHIBUSDT,8.31E-06,8.36E-06,8.03E-06,8.21E-06,2.37517E+12,19524109.99,42587
1.69275E+12,8/23/2023,SHIBUSDT,8.00E-06,8.54E-06,7.97E-06,8.32E-06,5.24043E+12,43436364.55,88006
1.69266E+12,8/22/2023,SHIBUSDT,7.97E-06,8.07E-06,7.55E-06,8.00E-06,3.674E+12,29003712.83,61698
1.69258E+12,8/21/2023,SHIBUSDT,8.30E-06,8.38E-06,7.76E-06,7.98E-06,4.11241E+12,33054011.08,66905
1.69249E+12,8/20/2023,SHIBUSDT,8.44E-06,8.49E-06,8.15E-06,8.31E-06,2.42734E+12,20258098.97,44460
1.6924E+12,8/19/2023,SHIBUSDT,8.59E-06,8.68E-06,8.32E-06,8.44E-06,3.36971E+12,28589466.35,61024
1.69232E+12,8/18/2023,SHIBUSDT,8.13E-06,8.71E-06,8.03E-06,8.59E-06,8.29416E+12,69744018.16,136159
1.69223E+12,8/17/2023,SHIBUSDT,9.21E-06,9.36E-06,7.25E-06,8.13E-06,1.39246E+13,120281419.4,242772
1.69214E+12,8/16/2023,SHIBUSDT,9.94E-06,1.02E-05,9.03E-06,9.21E-06,8.8754E+12,85398281.64,177157
1.69206E+12,8/15/2023,SHIBUSDT,1.02E-05,1.07E-05,9.43E-06,9.93E-06,9.30429E+12,94605454.11,187953
1.69197E+12,8/14/2023,SHIBUSDT,1.02E-05,1.07E-05,9.96E-06,1.02E-05,8.42164E+12,86896290.3,147013
1.69188E+12,8/13/2023,SHIBUSDT,1.07E-05,1.08E-05,1.01E-05,1.02E-05,7.42171E+12,77906631.9,134703
1.6918E+12,8/12/2023,SHIBUSDT,1.05E-05,1.14E-05,1.04E-05,1.07E-05,1.48966E+13,162335235.3,266630
1.69171E+12,8/11/2023,SHIBUSDT,9.92E-06,1.06E-05,9.78E-06,1.05E-05,8.30037E+12,84892196.34,143840
1.69163E+12,8/10/2023,SHIBUSDT,9.63E-06,1.02E-05,9.57E-06,9.92E-06,6.65373E+12,65810364.5,118872
1.69154E+12,8/9/2023,SHIBUSDT,9.53E-06,1.01E-05,9.41E-06,9.62E-06,8.30228E+12,80677438.12,150407
1.69145E+12,8/8/2023,SHIBUSDT,8.97E-06,9.69E-06,8.87E-06,9.53E-06,7.66002E+12,71168648.66,130148
1.69137E+12,8/7/2023,SHIBUSDT,9.38E-06,9.48E-06,8.76E-06,8.98E-06,6.28267E+12,57076276.02,110986
1.69128E+12,8/6/2023,SHIBUSDT,9.97E-06,1.03E-05,9.20E-06,9.37E-06,9.60818E+12,92429096.51,197233
1.69119E+12,8/5/2023,SHIBUSDT,8.69E-06,1.05E-05,8.65E-06,9.97E-06,2.40238E+13,233992135.7,399742
